in 	 tar 
3617 	 3 
3618 	 6 
3619 	 7 
3620 	 8 
3621 	 17 
3622 	 9 
3623 	 10 
3624 	 8 
3625 	 3 
3626 	 11 
3627 	 3 
3628 	 3 
3629 	 8 
3630 	 4 
3631 	 4 
3632 	 5 
3633 	 6 
3634 	 11 
3635 	 14 
3636 	 8 
3637 	 9 
3638 	 11 
3639 	 4 
3640 	 8 
3641 	 7 
3642 	 11 
3643 	 11 
3644 	 9 
3645 	 9 
3646 	 7 
3647 	 9 
3648 	 7 
3649 	 10 
3650 	 8 
3651 	 18 
3652 	 10 
3653 	 8 
3654 	 13 
3655 	 16 
3656 	 10 
3657 	 9 
3658 	 10 
3659 	 14 
3660 	 18 
3661 	 9 
3662 	 5 
3663 	 18 
3664 	 8 
3665 	 7 
3666 	 8 
3667 	 12 
3668 	 14 
3669 	 3 
3670 	 4 
3671 	 10 
3672 	 9 
3673 	 8 
3674 	 15 
3675 	 4 
3676 	 9 
3677 	 9 
3678 	 7 
3679 	 16 
3680 	 7 
3681 	 10 
3682 	 7 
3683 	 7 
3684 	 8 
3685 	 5 
3686 	 14 
3687 	 8 
3688 	 14 
3689 	 3 
3690 	 10 
3691 	 4 
3692 	 12 
3693 	 6 
3694 	 12 
3695 	 14 
3696 	 11 
3697 	 12 
3698 	 15 
3699 	 13 
3700 	 17 
3701 	 16 
3702 	 22 
3703 	 19 
3704 	 8 
3705 	 6 
3706 	 5 
3707 	 7 
3708 	 9 
3709 	 8 
3710 	 8 
3711 	 11 
3712 	 9 
3713 	 9 
3714 	 6 
3715 	 12 
3716 	 20 
3717 	 9 
3718 	 12 
3719 	 8 
3720 	 20 
3721 	 4 
3722 	 6 
3723 	 7 
3724 	 11 
3725 	 4 
3726 	 8 
3727 	 7 
3728 	 12 
3729 	 26 
3730 	 15 
3731 	 10 
3732 	 13 
3733 	 3 
3734 	 6 
3735 	 6 
3736 	 5 
3737 	 9 
3738 	 11 
3739 	 15 
3740 	 9 
3741 	 10 
3742 	 19 
3743 	 13 
3744 	 11 
3745 	 10 
3746 	 8 
3747 	 6 
3748 	 4 
3749 	 6 
3750 	 7 
3751 	 6 
3752 	 5 
3753 	 5 
3754 	 6 
3755 	 7 
3756 	 12 
3757 	 15 
3758 	 9 
3759 	 11 
3760 	 12 
3761 	 9 
3762 	 8 
3763 	 9 
3764 	 8 
3765 	 9 
3766 	 10 
3767 	 10 
3768 	 4 
3769 	 9 
3770 	 11 
3771 	 10 
3772 	 11 
3773 	 8 
3774 	 8 
3775 	 5 
3776 	 9 
3777 	 4 
3778 	 10 
3779 	 5 
3780 	 10 
3781 	 8 
3782 	 6 
3783 	 10 
3784 	 11 
3785 	 13 
3786 	 12 
3787 	 10 
3788 	 8 
3789 	 5 
3790 	 7 
3791 	 5 
3792 	 8 
3793 	 12 
3794 	 4 
3795 	 4 
3796 	 7 
3797 	 6 
3798 	 12 
3799 	 19 
3800 	 9 
3801 	 5 
3802 	 4 
3803 	 7 
3804 	 11 
3805 	 5 
3806 	 12 
3807 	 11 
3808 	 6 
3809 	 12 
3810 	 6 
3811 	 8 
3812 	 9 
3813 	 17 
3814 	 21 
3815 	 8 
3816 	 7 
3817 	 6 
3818 	 4 
3819 	 9 
3820 	 10 
3821 	 11 
3822 	 7 
3823 	 9 
3824 	 5 
3825 	 4 
3826 	 6 
3827 	 5 
3828 	 6 
3829 	 6 
3830 	 9 
3831 	 8 
3832 	 13 
3833 	 6 
3834 	 2 
3835 	 4 
3836 	 0 
3837 	 2 
3838 	 4 
3839 	 5 
3840 	 14 
3841 	 6 
3842 	 3 
3843 	 8 
3844 	 9 
3845 	 12 
3846 	 11 
3847 	 4 
3848 	 3 
3849 	 5 
3850 	 3 
3851 	 3 
3852 	 4 
3853 	 6 
3854 	 3 
3855 	 6 
3856 	 6 
3857 	 6 
3858 	 4 
3859 	 10 
3860 	 4 
3861 	 7 
3862 	 6 
3863 	 8 
3864 	 4 
3865 	 2 
3866 	 3 
3867 	 6 
3868 	 4 
3869 	 6 
3870 	 6 
3871 	 8 
3872 	 3 
3873 	 13 
3874 	 5 
3875 	 3 
3876 	 0 
3877 	 1 
3878 	 1 
3879 	 4 
3880 	 2 
3881 	 1 
3882 	 1 
3883 	 2 
3884 	 2 
3885 	 5 
3886 	 13 
3887 	 6 
3888 	 4 
3889 	 3 
3890 	 1 
3891 	 3 
3892 	 0 
3893 	 1 
3894 	 3 
3895 	 4 
3896 	 3 
3897 	 4 
3898 	 5 
3899 	 5 
3900 	 14 
3901 	 7 
3902 	 7 
3903 	 2 
3904 	 4 
3905 	 1 
3906 	 11 
3907 	 4 
3908 	 1 
3909 	 1 
3910 	 1 
3911 	 5 
3912 	 1 
3913 	 13 
3914 	 14 
3915 	 8 
3916 	 9 
3917 	 7 
3918 	 1 
3919 	 3 
3920 	 1 
3921 	 8 
3922 	 8 
3923 	 0 
3924 	 5 
3925 	 7 
3926 	 8 
3927 	 3 
3928 	 16 
3929 	 4 
3930 	 3 
3931 	 4 
3932 	 8 
3933 	 5 
3934 	 2 
3935 	 11 
3936 	 4 
3937 	 5 
3938 	 3 
3939 	 7 
3940 	 2 
3941 	 7 
3942 	 10 
3943 	 4 
3944 	 5 
3945 	 5 
3946 	 2 
3947 	 5 
3948 	 6 
3949 	 6 
3950 	 8 
3951 	 0 
3952 	 3 
3953 	 11 
3954 	 2 
3955 	 6 
3956 	 15 
3957 	 5 
3958 	 3 
3959 	 1 
3960 	 12 
3961 	 3 
3962 	 3 
3963 	 9 
3964 	 2 
3965 	 3 
3966 	 9 
3967 	 6 
3968 	 2 
3969 	 1 
3970 	 13 
3971 	 3 
3972 	 2 
3973 	 3 
3974 	 2 
3975 	 2 
3976 	 3 
3977 	 3 
3978 	 8 
3979 	 11 
3980 	 8 
3981 	 3 
3982 	 13 
3983 	 19 
3984 	 20 
3985 	 11 
3986 	 8 
3987 	 4 
3988 	 2 
3989 	 2 
3990 	 1 
3991 	 0 
3992 	 3 
3993 	 12 
3994 	 2 
3995 	 4 
3996 	 3 
3997 	 7 
3998 	 9 
3999 	 2 
4000 	 3 
4001 	 1 
4002 	 5 
4003 	 4 
4004 	 1 
4005 	 2 
4006 	 1 
4007 	 14 
4008 	 2 
4009 	 4 
4010 	 7 
4011 	 11 
4012 	 13 
4013 	 2 
4014 	 3 
4015 	 4 
4016 	 3 
4017 	 0 
4018 	 3 
4019 	 3 
4020 	 19 
4021 	 9 
4022 	 8 
4023 	 5 
4024 	 9 
4025 	 15 
4026 	 13 
4027 	 33 
4028 	 2 
4029 	 5 
4030 	 5 
4031 	 5 
4032 	 6 
4033 	 7 
4034 	 8 
4035 	 9 
4036 	 6 
4037 	 6 
4038 	 11 
4039 	 5 
4040 	 5 
4041 	 5 
4042 	 4 
4043 	 4 
4044 	 5 
4045 	 7 
4046 	 3 
4047 	 6 
4048 	 2 
4049 	 4 
4050 	 8 
4051 	 3 
4052 	 4 
4053 	 3 
4054 	 7 
4055 	 5 
4056 	 4 
4057 	 3 
4058 	 2 
4059 	 3 
4060 	 4 
4061 	 4 
4062 	 6 
4063 	 0 
4064 	 2 
4065 	 2 
4066 	 14 
4067 	 2 
4068 	 5 
4069 	 3 
4070 	 4 
4071 	 7 
4072 	 7 
4073 	 2 
4074 	 1 
4075 	 3 
4076 	 2 
4077 	 1 
4078 	 3 
4079 	 5 
4080 	 25 
4081 	 7 
4082 	 8 
4083 	 5 
4084 	 6 
4085 	 9 
4086 	 7 
4087 	 6 
4088 	 4 
4089 	 2 
4090 	 8 
4091 	 5 
4092 	 7 
4093 	 4 
4094 	 9 
4095 	 7 
4096 	 11 
4097 	 6 
4098 	 5 
4099 	 8 
4100 	 10 
4101 	 5 
4102 	 6 
4103 	 8 
4104 	 9 
4105 	 4 
4106 	 7 
4107 	 5 
4108 	 6 
4109 	 2 
4110 	 11 
4111 	 8 
4112 	 6 
4113 	 5 
4114 	 4 
4115 	 8 
4116 	 6 
4117 	 9 
4118 	 1 
4119 	 3 
4120 	 6 
4121 	 6 
4122 	 6 
4123 	 8 
4124 	 6 
4125 	 8 
4126 	 4 
4127 	 6 
4128 	 2 
4129 	 5 
4130 	 4 
4131 	 4 
4132 	 6 
4133 	 2 
4134 	 7 
4135 	 3 
4136 	 3 
4137 	 4 
4138 	 6 
4139 	 4 
4140 	 5 
4141 	 3 
4142 	 8 
4143 	 6 
4144 	 4 
4145 	 2 
4146 	 6 
4147 	 8 
4148 	 4 
4149 	 3 
4150 	 4 
4151 	 4 
4152 	 4 
4153 	 0 
4154 	 5 
4155 	 2 
4156 	 1 
4157 	 2 
4158 	 3 
4159 	 2 
4160 	 4 
4161 	 1 
4162 	 1 
4163 	 3 
4164 	 3 
4165 	 1 
4166 	 2 
4167 	 1 
4168 	 1 
4169 	 1 
4170 	 0 
4171 	 1 
4172 	 1 
4173 	 4 
4174 	 3 
4175 	 3 
4176 	 3 
4177 	 2 
4178 	 0 
4179 	 0 
4180 	 1 
4181 	 2 
4182 	 1 
4183 	 0 
4184 	 2 
4185 	 2 
4186 	 4 
4187 	 5 
4188 	 4 
4189 	 4 
4190 	 2 
4191 	 1 
4192 	 0 
4193 	 0 
4194 	 0 
4195 	 0 
4196 	 1 
4197 	 1 
4198 	 2 
4199 	 0 
4200 	 11 
4201 	 2 
4202 	 1 
4203 	 10 
4204 	 0 
4205 	 0 
4206 	 0 
4207 	 8 
4208 	 0 
4209 	 0 
4210 	 0 
4211 	 3 
4212 	 0 
4213 	 3 
4214 	 4 
4215 	 1 
4216 	 8 
4217 	 1 
4218 	 10 
4219 	 0 
4220 	 2 
4221 	 0 
4222 	 1 
4223 	 1 
4224 	 4 
4225 	 2 
4226 	 3 
4227 	 10 
4228 	 5 
4229 	 6 
4230 	 4 
4231 	 2 
4232 	 0 
4233 	 1 
4234 	 1 
4235 	 1 
4236 	 3 
4237 	 2 
4238 	 0 
4239 	 2 
4240 	 1 
4241 	 3 
4242 	 4 
4243 	 12 
4244 	 1 
4245 	 2 
4246 	 0 
4247 	 1 
4248 	 2 
4249 	 3 
4250 	 0 
4251 	 0 
4252 	 1 
4253 	 2 
4254 	 0 
4255 	 4 
4256 	 6 
4257 	 5 
4258 	 1 
4259 	 0 
4260 	 5 
4261 	 0 
4262 	 8 
4263 	 1 
4264 	 1 
4265 	 2 
4266 	 1 
4267 	 1 
4268 	 1 
4269 	 2 
4270 	 11 
4271 	 6 
4272 	 1 
4273 	 2 
4274 	 2 
4275 	 7 
4276 	 2 
4277 	 8 
4278 	 4 
4279 	 4 
4280 	 9 
4281 	 3 
4282 	 5 
4283 	 12 
4284 	 5 
4285 	 1 
4286 	 4 
4287 	 1 
4288 	 10 
4289 	 6 
4290 	 0 
4291 	 5 
4292 	 6 
4293 	 16 
4294 	 12 
4295 	 8 
4296 	 3 
4297 	 3 
4298 	 9 
4299 	 1 
4300 	 0 
4301 	 3 
4302 	 1 
4303 	 2 
4304 	 1 
4305 	 0 
4306 	 5 
4307 	 4 
4308 	 1 
4309 	 2 
4310 	 5 
4311 	 3 
4312 	 2 
4313 	 0 
4314 	 1 
4315 	 1 
4316 	 1 
4317 	 2 
4318 	 0 
4319 	 0 
4320 	 8 
4321 	 1 
4322 	 1 
4323 	 1 
4324 	 1 
4325 	 4 
4326 	 2 
4327 	 1 
4328 	 0 
4329 	 0 
4330 	 2 
4331 	 1 
4332 	 1 
4333 	 0 
4334 	 6 
4335 	 5 
4336 	 0 
4337 	 4 
4338 	 3 
4339 	 5 
4340 	 2 
4341 	 1 
4342 	 2 
4343 	 3 
4344 	 3 
4345 	 1 
4346 	 2 
4347 	 1 
4348 	 2 
4349 	 1 
4350 	 2 
4351 	 0 
4352 	 2 
4353 	 5 
4354 	 0 
4355 	 0 
4356 	 5 
4357 	 3 
4358 	 1 
4359 	 0 
4360 	 2 
4361 	 2 
4362 	 30 
4363 	 0 
4364 	 1 
4365 	 1 
4366 	 3 
4367 	 2 
4368 	 1 
4369 	 10 
4370 	 0 
4371 	 1 
4372 	 2 
4373 	 0 
4374 	 0 
4375 	 0 
4376 	 6 
4377 	 4 
4378 	 1 
4379 	 1 
4380 	 10 
4381 	 9 
4382 	 1 
4383 	 0 
4384 	 0 
4385 	 1 
4386 	 0 
4387 	 0 
4388 	 0 
4389 	 0 
4390 	 8 
4391 	 1 
4392 	 0 
4393 	 6 
4394 	 43 
4395 	 27 
4396 	 0 
4397 	 0 
4398 	 9 
4399 	 11 
4400 	 42 
4401 	 42 
4402 	 2 
4403 	 45 
4404 	 75 
4405 	 106 
4406 	 74 
4407 	 92 
4408 	 2 
4409 	 17 
4410 	 38 
4411 	 65 
4412 	 46 
4413 	 17 
4414 	 46 
4415 	 2 
4416 	 17 
4417 	 1 
4418 	 18 
4419 	 1 
4420 	 0 
4421 	 0 
4422 	 4 
4423 	 0 
4424 	 0 
4425 	 0 
4426 	 0 
4427 	 17 
4428 	 8 
4429 	 6 
4430 	 16 
4431 	 15 
4432 	 15 
4433 	 18 
4434 	 0 
4435 	 3 
4436 	 4 
4437 	 2 
4438 	 7 
4439 	 8 
4440 	 17 
4441 	 1 
4442 	 10 
4443 	 2 
4444 	 1 
4445 	 12 
4446 	 2 
4447 	 5 
4448 	 28 
4449 	 11 
4450 	 11 
4451 	 4 
4452 	 20 
4453 	 20 
4454 	 17 
4455 	 16 
4456 	 17 
4457 	 29 
4458 	 46 
4459 	 16 
4460 	 19 
4461 	 16 
4462 	 21 
4463 	 50 
4464 	 77 
4465 	 44 
4466 	 16 
4467 	 47 
4468 	 129 
4469 	 86 
4470 	 86 
4471 	 96 
4472 	 2 
4473 	 34 
4474 	 62 
4475 	 90 
4476 	 49 
4477 	 5 
4478 	 3 
4479 	 39 
4480 	 1 
4481 	 3 
4482 	 1 
4483 	 30 
4484 	 2 
4485 	 4 
4486 	 0 
4487 	 9 
4488 	 10 
4489 	 0 
4490 	 35 
4491 	 31 
4492 	 19 
4493 	 20 
4494 	 16 
4495 	 35 
4496 	 18 
4497 	 31 
4498 	 9 
4499 	 26 
4500 	 22 
4501 	 31 
4502 	 1 
4503 	 2 
4504 	 2 
4505 	 3 
4506 	 33 
4507 	 5 
4508 	 5 
4509 	 5 
4510 	 0 
4511 	 11 
4512 	 5 
4513 	 5 
4514 	 8 
4515 	 3 
4516 	 30 
4517 	 29 
4518 	 5 
4519 	 3 
4520 	 7 
4521 	 21 
4522 	 17 
4523 	 19 
4524 	 17 
4525 	 16 
4526 	 51 
4527 	 31 
4528 	 15 
4529 	 16 
4530 	 3 
4531 	 4 
4532 	 29 
4533 	 21 
4534 	 2 
4535 	 46 
4536 	 32 
4537 	 32 
4538 	 47 
4539 	 53 
4540 	 68 
4541 	 46 
4542 	 75 
4543 	 48 
4544 	 22 
4545 	 50 
4546 	 50 
4547 	 17 
4548 	 21 
4549 	 32 
4550 	 49 
4551 	 24 
4552 	 15 
4553 	 24 
4554 	 15 
4555 	 2 
4556 	 0 
4557 	 1 
4558 	 16 
4559 	 15 
4560 	 12 
4561 	 15 
4562 	 10 
4563 	 11 
4564 	 18 
4565 	 9 
4566 	 20 
4567 	 4 
4568 	 1 
4569 	 1 
4570 	 2 
4571 	 3 
4572 	 1 
4573 	 0 
4574 	 33 
4575 	 14 
4576 	 12 
4577 	 7 
4578 	 16 
4579 	 18 
4580 	 20 
4581 	 10 
4582 	 8 
4583 	 3 
4584 	 4 
4585 	 4 
4586 	 0 
4587 	 0 
4588 	 6 
4589 	 1 
4590 	 49 
4591 	 49 
4592 	 23 
4593 	 17 
4594 	 0 
4595 	 16 
4596 	 17 
4597 	 17 
4598 	 2 
4599 	 1 
4600 	 5 
4601 	 15 
4602 	 1 
4603 	 3 
4604 	 0 
4605 	 1 
4606 	 15 
4607 	 63 
4608 	 75 
4609 	 15 
4610 	 16 
4611 	 1 
4612 	 0 
4613 	 15 
4614 	 0 
4615 	 3 
4616 	 2 
4617 	 16 
4618 	 15 
4619 	 16 
4620 	 5 
4621 	 0 
4622 	 0 
4623 	 15 
4624 	 54 
4625 	 50 
4626 	 3 
4627 	 0 
4628 	 19 
4629 	 4 
4630 	 1 
4631 	 3 
4632 	 2 
4633 	 0 
4634 	 16 
4635 	 19 
4636 	 16 
4637 	 1 
4638 	 2 
4639 	 5 
4640 	 28 
4641 	 31 
4642 	 0 
4643 	 2 
4644 	 6 
4645 	 5 
4646 	 0 
4647 	 1 
4648 	 0 
4649 	 0 
4650 	 1 
4651 	 0 
4652 	 17 
4653 	 0 
4654 	 3 
4655 	 7 
4656 	 20 
4657 	 22 
4658 	 5 
4659 	 0 
4660 	 0 
4661 	 1 
4662 	 1 
4663 	 1 
4664 	 0 
4665 	 1 
4666 	 0 
4667 	 14 
4668 	 0 
4669 	 0 
4670 	 0 
4671 	 15 
4672 	 28 
4673 	 13 
4674 	 0 
4675 	 0 
4676 	 16 
4677 	 2 
4678 	 1 
4679 	 15 
4680 	 9 
4681 	 6 
4682 	 2 
4683 	 6 
4684 	 5 
4685 	 1 
4686 	 0 
4687 	 5 
4688 	 6 
4689 	 0 
4690 	 2 
4691 	 2 
4692 	 1 
4693 	 0 
4694 	 0 
4695 	 9 
4696 	 5 
4697 	 1 
4698 	 1 
4699 	 0 
4700 	 1 
4701 	 0 
4702 	 2 
4703 	 2 
4704 	 2 
4705 	 1 
4706 	 0 
4707 	 2 
4708 	 0 
4709 	 16 
4710 	 0 
4711 	 15 
4712 	 18 
4713 	 30 
4714 	 33 
4715 	 1 
4716 	 0 
4717 	 15 
4718 	 3 
4719 	 2 
4720 	 1 
4721 	 15 
4722 	 2 
4723 	 2 
4724 	 2 
4725 	 0 
4726 	 0 
4727 	 0 
4728 	 0 
4729 	 1 
4730 	 0 
4731 	 1 
4732 	 1 
4733 	 1 
4734 	 0 
4735 	 0 
4736 	 8 
4737 	 5 
4738 	 1 
4739 	 1 
4740 	 6 
4741 	 0 
4742 	 0 
4743 	 0 
4744 	 0 
4745 	 1 
4746 	 15 
4747 	 1 
4748 	 1 
4749 	 15 
4750 	 31 
4751 	 1 
4752 	 0 
4753 	 0 
4754 	 1 
4755 	 1 
4756 	 0 
4757 	 0 
4758 	 1 
4759 	 1 
4760 	 2 
4761 	 0 
4762 	 1 
4763 	 1 
4764 	 0 
4765 	 0 
4766 	 34 
4767 	 15 
4768 	 0 
4769 	 0 
4770 	 0 
4771 	 3 
4772 	 3 
4773 	 4 
4774 	 6 
4775 	 5 
4776 	 4 
4777 	 3 
4778 	 1 
4779 	 5 
4780 	 3 
4781 	 3 
4782 	 18 
4783 	 2 
4784 	 6 
4785 	 4 
4786 	 19 
4787 	 1 
4788 	 4 
4789 	 2 
4790 	 4 
4791 	 3 
4792 	 4 
4793 	 8 
4794 	 10 
4795 	 2 
4796 	 7 
4797 	 2 
4798 	 2 
4799 	 3 
4800 	 12 
4801 	 2 
4802 	 4 
4803 	 3 
4804 	 3 
4805 	 4 
4806 	 4 
4807 	 2 
4808 	 2 
4809 	 3 
4810 	 2 
4811 	 3 
4812 	 4 
4813 	 1 
4814 	 2 
4815 	 2 
4816 	 4 
4817 	 3 
4818 	 4 
4819 	 5 
4820 	 5 
4821 	 4 
4822 	 5 
4823 	 4 
4824 	 4 
4825 	 1 
4826 	 3 
4827 	 0 
4828 	 1 
4829 	 2 
4830 	 2 
4831 	 4 
4832 	 4 
4833 	 4 
4834 	 3 
4835 	 3 
4836 	 3 
4837 	 3 
4838 	 3 
4839 	 2 
4840 	 5 
4841 	 2 
4842 	 3 
4843 	 5 
4844 	 4 
4845 	 2 
4846 	 2 
4847 	 3 
4848 	 2 
4849 	 0 
4850 	 0 
4851 	 0 
4852 	 2 
4853 	 2 
4854 	 3 
4855 	 1 
4856 	 3 
4857 	 6 
4858 	 3 
4859 	 3 
4860 	 7 
4861 	 0 
4862 	 3 
4863 	 4 
4864 	 1 
4865 	 0 
4866 	 1 
4867 	 1 
4868 	 1 
4869 	 0 
4870 	 4 
4871 	 3 
4872 	 5 
4873 	 2 
4874 	 3 
4875 	 4 
4876 	 1 
4877 	 5 
4878 	 1 
4879 	 3 
4880 	 5 
4881 	 6 
4882 	 0 
4883 	 2 
4884 	 5 
4885 	 9 
4886 	 7 
4887 	 4 
4888 	 2 
4889 	 1 
4890 	 3 
4891 	 6 
4892 	 13 
4893 	 3 
4894 	 2 
4895 	 7 
4896 	 13 
4897 	 3 
4898 	 7 
4899 	 5 
4900 	 2 
4901 	 9 
4902 	 5 
4903 	 8 
4904 	 8 
4905 	 4 
4906 	 5 
4907 	 9 
4908 	 6 
4909 	 4 
4910 	 8 
4911 	 3 
4912 	 6 
4913 	 6 
4914 	 8 
4915 	 7 
4916 	 8 
4917 	 9 
4918 	 6 
4919 	 9 
4920 	 19 
4921 	 8 
4922 	 10 
4923 	 7 
4924 	 11 
4925 	 6 
4926 	 5 
4927 	 4 
4928 	 5 
4929 	 8 
4930 	 3 
4931 	 3 
4932 	 3 
4933 	 7 
4934 	 7 
4935 	 3 
4936 	 3 
4937 	 5 
4938 	 0 
4939 	 5 
4940 	 5 
4941 	 2 
4942 	 3 
4943 	 4 
4944 	 6 
4945 	 3 
4946 	 2 
4947 	 0 
4948 	 1 
4949 	 2 
4950 	 4 
4951 	 4 
4952 	 7 
4953 	 3 
4954 	 4 
4955 	 6 
4956 	 3 
4957 	 2 
4958 	 2 
4959 	 4 
4960 	 4 
4961 	 6 
4962 	 2 
4963 	 2 
4964 	 4 
4965 	 3 
4966 	 3 
4967 	 5 
4968 	 7 
4969 	 1 
4970 	 0 
4971 	 6 
4972 	 6 
4973 	 10 
4974 	 4 
4975 	 2 
4976 	 9 
4977 	 8 
4978 	 2 
4979 	 6 
4980 	 15 
4981 	 11 
4982 	 14 
4983 	 7 
4984 	 9 
4985 	 2 
4986 	 4 
4987 	 3 
4988 	 9 
4989 	 5 
4990 	 4 
4991 	 6 
4992 	 3 
4993 	 6 
4994 	 7 
4995 	 3 
4996 	 4 
4997 	 4 
4998 	 7 
4999 	 6 
5000 	 7 
5001 	 2 
5002 	 5 
5003 	 6 
5004 	 7 
5005 	 9 
5006 	 7 
5007 	 5 
5008 	 2 
5009 	 5 
5010 	 2 
5011 	 3 
5012 	 3 
5013 	 7 
5014 	 7 
5015 	 6 
5016 	 8 
5017 	 5 
5018 	 12 
5019 	 8 
5020 	 7 
5021 	 3 
5022 	 6 
5023 	 4 
5024 	 3 
5025 	 7 
5026 	 10 
5027 	 11 
5028 	 7 
5029 	 11 
5030 	 8 
5031 	 8 
5032 	 8 
5033 	 5 
5034 	 7 
5035 	 6 
5036 	 9 
5037 	 12 
5038 	 9 
5039 	 11 
5040 	 19 
5041 	 9 
5042 	 10 
5043 	 5 
5044 	 7 
5045 	 6 
5046 	 15 
5047 	 10 
5048 	 7 
5049 	 5 
5050 	 9 
5051 	 5 
5052 	 7 
5053 	 12 
5054 	 3 
5055 	 8 
5056 	 9 
5057 	 12 
5058 	 10 
5059 	 7 
5060 	 6 
5061 	 12 
5062 	 9 
5063 	 7 
5064 	 12 
5065 	 5 
5066 	 7 
5067 	 9 
5068 	 12 
5069 	 9 
5070 	 6 
5071 	 7 
5072 	 5 
5073 	 5 
5074 	 5 
5075 	 4 
5076 	 2 
5077 	 8 
5078 	 7 
5079 	 6 
5080 	 5 
5081 	 5 
5082 	 7 
5083 	 9 
5084 	 11 
5085 	 10 
5086 	 6 
5087 	 7 
5088 	 12 
5089 	 17 
5090 	 13 
5091 	 13 
5092 	 12 
5093 	 18 
5094 	 13 
5095 	 18 
5096 	 17 
5097 	 16 
5098 	 9 
5099 	 9 
5100 	 8 
5101 	 9 
5102 	 3 
5103 	 5 
5104 	 5 
5105 	 4 
5106 	 5 
5107 	 5 
5108 	 6 
5109 	 5 
5110 	 7 
5111 	 7 
5112 	 6 
5113 	 8 
5114 	 8 
5115 	 7 
5116 	 5 
5117 	 5 
5118 	 9 
5119 	 9 
5120 	 6 
5121 	 8 
5122 	 5 
5123 	 10 
5124 	 9 
5125 	 7 
5126 	 7 
5127 	 7 
5128 	 4 
5129 	 5 
5130 	 4 
5131 	 6 
5132 	 8 
5133 	 7 
5134 	 8 
5135 	 6 
5136 	 6 
5137 	 14 
5138 	 4 
5139 	 10 
5140 	 13 
5141 	 4 
5142 	 6 
5143 	 6 
5144 	 6 
5145 	 9 
5146 	 5 
5147 	 5 
5148 	 5 
5149 	 8 
5150 	 8 
5151 	 5 
5152 	 4 
5153 	 6 
5154 	 7 
5155 	 4 
5156 	 11 
5157 	 8 
5158 	 18 
5159 	 12 
5160 	 15 
5161 	 13 
5162 	 5 
5163 	 2 
5164 	 8 
5165 	 7 
5166 	 5 
5167 	 6 
5168 	 8 
5169 	 8 
5170 	 6 
5171 	 6 
5172 	 4 
5173 	 9 
5174 	 5 
5175 	 7 
5176 	 3 
5177 	 3 
5178 	 6 
5179 	 14 
5180 	 3 
5181 	 4 
5182 	 13 
5183 	 6 
5184 	 8 
5185 	 3 
5186 	 3 
5187 	 2 
5188 	 4 
5189 	 4 
5190 	 5 
5191 	 7 
5192 	 5 
5193 	 6 
5194 	 8 
5195 	 13 
5196 	 10 
5197 	 1 
5198 	 4 
5199 	 6 
5200 	 4 
5201 	 0 
5202 	 2 
5203 	 2 
5204 	 3 
5205 	 3 
5206 	 4 
5207 	 4 
5208 	 5 
5209 	 11 
5210 	 3 
5211 	 14 
5212 	 6 
5213 	 5 
5214 	 1 
5215 	 2 
5216 	 9 
5217 	 6 
5218 	 3 
5219 	 2 
5220 	 8 
5221 	 3 
5222 	 8 
5223 	 0 
5224 	 1 
5225 	 8 
5226 	 2 
5227 	 3 
5228 	 8 
5229 	 0 
5230 	 9 
5231 	 4 
5232 	 18 
5233 	 3 
5234 	 6 
5235 	 10 
5236 	 4 
5237 	 5 
5238 	 5 
5239 	 5 
5240 	 8 
5241 	 3 
5242 	 3 
5243 	 2 
5244 	 2 
5245 	 2 
5246 	 4 
5247 	 4 
5248 	 4 
5249 	 17 
5250 	 4 
5251 	 4 
5252 	 4 
5253 	 4 
5254 	 4 
5255 	 6 
5256 	 2 
5257 	 3 
5258 	 5 
5259 	 3 
5260 	 1 
5261 	 2 
5262 	 6 
5263 	 2 
5264 	 7 
5265 	 7 
5266 	 6 
5267 	 2 
5268 	 2 
5269 	 3 
5270 	 5 
5271 	 6 
5272 	 2 
5273 	 2 
5274 	 4 
5275 	 7 
5276 	 4 
5277 	 4 
5278 	 3 
5279 	 1 
5280 	 14 
5281 	 2 
5282 	 5 
5283 	 5 
5284 	 7 
5285 	 3 
5286 	 6 
5287 	 4 
5288 	 3 
5289 	 6 
5290 	 2 
5291 	 2 
5292 	 1 
5293 	 0 
5294 	 2 
5295 	 0 
5296 	 0 
5297 	 3 
5298 	 4 
5299 	 5 
5300 	 2 
5301 	 3 
5302 	 7 
5303 	 3 
5304 	 2 
5305 	 1 
5306 	 1 
5307 	 0 
5308 	 1 
5309 	 1 
5310 	 1 
5311 	 0 
5312 	 5 
5313 	 5 
5314 	 2 
5315 	 2 
5316 	 1 
5317 	 2 
5318 	 6 
5319 	 4 
5320 	 1 
5321 	 0 
5322 	 1 
5323 	 6 
5324 	 0 
5325 	 1 
5326 	 0 
5327 	 1 
5328 	 1 
5329 	 1 
5330 	 11 
5331 	 1 
5332 	 1 
5333 	 2 
5334 	 0 
5335 	 3 
5336 	 1 
5337 	 2 
5338 	 4 
5339 	 5 
5340 	 9 
5341 	 1 
5342 	 2 
5343 	 2 
5344 	 1 
5345 	 3 
5346 	 2 
5347 	 3 
5348 	 0 
5349 	 1 
5350 	 3 
5351 	 1 
5352 	 0 
5353 	 2 
5354 	 1 
5355 	 7 
5356 	 2 
5357 	 4 
5358 	 4 
5359 	 3 
5360 	 1 
5361 	 1 
5362 	 1 
5363 	 1 
5364 	 6 
5365 	 1 
